FIPS,STNAME,CTYNAME,CENSUS1900POP,CENSUS1910POP,CENSUS1920POP,CENSUS1930POP,CENSUS1940POP,CENSUS1950POP,CENSUS1960POP,CENSUS1970POP,CENSUS1980POP,CENSUS1990POP,CENSUS2000POP,CENSUS2010POP,POPESTIMATE2015,CBSA Code,Metropolitan Division Code,CSA Code,CBSA Title,Metropolitan/Micropolitan Statistical Area,Metropolitan Division Title,CSA Title,Central/Outlying County
20093,Kansas,Kearny County,1107,3206,2617,3196,2525,3492,3108,3047,3435,4027,4531,3977,3929,23780,,,"Garden City, KS",Micropolitan Statistical Area,,,Outlying
20095,Kansas,Kingman County,10663,13386,12119,11674,12001,10324,9958,8886,8960,8292,8673,7858,7636,,,,,,,,
20097,Kansas,Kiowa County,2365,6174,6164,6035,5112,4743,4626,4088,4046,3660,3278,2553,2570,,,,,,,,
20099,Kansas,Labette County,27387,31423,34047,31346,30352,29285,26805,25775,25682,23693,22835,21607,20628,37660,,,"Parsons, KS",Micropolitan Statistical Area,,,Central
20101,Kansas,Lane County,1563,2603,2848,3372,2821,2808,3060,2707,2472,2375,2155,1750,1630,,,,,,,,
20103,Kansas,Leavenworth County,40940,41207,38402,42673,41112,42361,48524,53340,54809,64371,68691,76227,79119,28140,,312,"Kansas City, MO-KS",Metropolitan Statistical Area,,"Kansas City-Overland Park-Kansas City, MO-KS",Outlying
20105,Kansas,Lincoln County,9886,10142,9894,9707,8338,6643,5556,4582,4145,3653,3578,3241,3142,,,,,,,,
20107,Kansas,Linn County,16689,14735,13815,13534,11969,10053,8274,7770,8234,8254,9570,9656,9580,28140,,312,"Kansas City, MO-KS",Metropolitan Statistical Area,,"Kansas City-Overland Park-Kansas City, MO-KS",Outlying
20109,Kansas,Logan County,1962,4240,3223,4145,3688,4206,4036,3814,3478,3081,3046,2756,2787,,,,,,,,
20111,Kansas,Lyon County,25074,24927,26154,29240,26424,26576,26928,32071,35108,34732,35935,33690,33133,21380,,,"Emporia, KS",Micropolitan Statistical Area,,,Central
20113,Kansas,McPherson County,21421,21521,21845,23588,24152,23670,24285,24778,26855,27268,29554,29180,28648,32700,,,"McPherson, KS",Micropolitan Statistical Area,,,Central
20115,Kansas,Marion County,20676,22415,22923,20739,18951,16307,15143,13935,13522,12888,13361,12660,12053,,,,,,,,
20117,Kansas,Marshall County,24355,23880,22730,23056,20986,17926,15598,13139,12787,11705,10965,10117,9845,,,,,,,,
20119,Kansas,Meade County,1581,5055,5542,6858,5522,5710,5505,4912,4788,4247,4631,4575,4301,,,,,,,,
20121,Kansas,Miami County,21641,20030,19809,21243,19489,19698,19884,19254,21618,23466,28351,32787,32758,28140,,312,"Kansas City, MO-KS",Metropolitan Statistical Area,,"Kansas City-Overland Park-Kansas City, MO-KS",Outlying
20123,Kansas,Mitchell County,14647,14089,13886,12774,11339,10320,8866,8010,8117,7203,6932,6373,6294,,,,,,,,
20125,Kansas,Montgomery County,29039,49474,49645,51411,49729,46487,45007,39949,42281,38816,36252,35471,33436,17700,,,"Coffeyville, KS",Micropolitan Statistical Area,,,Central
20127,Kansas,Morris County,11967,12397,12005,11859,10363,8485,7392,6432,6419,6198,6104,5923,5628,,,,,,,,
20129,Kansas,Morton County,304,1333,3177,4092,2186,2610,3354,3576,3454,3480,3496,3233,2953,,,,,,,,
20131,Kansas,Nemaha County,20376,19072,18487,18342,16761,14341,12897,11825,11211,10446,10717,10178,10094,,,,,,,,
20133,Kansas,Neosho County,19254,23754,24000,22665,22210,20348,19455,18812,18967,17035,16997,16512,16287,,,,,,,,
20135,Kansas,Ness County,4535,5883,7490,8358,6864,6322,5470,4791,4498,4033,3454,3107,3020,,,,,,,,
20137,Kansas,Norton County,11325,11614,11423,11701,9831,8808,8035,7279,6689,5947,5953,5671,5536,,,,,,,,
20139,Kansas,Osage County,23659,19905,18621,17538,15118,12811,12886,13352,15319,15248,16712,16295,15865,45820,,,"Topeka, KS",Metropolitan Statistical Area,,,Outlying
20141,Kansas,Osborne County,11844,12827,12441,11568,9835,8558,7506,6416,5959,4867,4452,3858,3641,,,,,,,,
20143,Kansas,Ottawa County,11182,11811,10714,9819,9224,7265,6779,6183,5971,5634,6163,6091,5934,41460,,,"Salina, KS",Micropolitan Statistical Area,,,Outlying
20145,Kansas,Pawnee County,5084,8859,9323,10510,10300,11041,10254,8484,8065,7555,7233,6973,6769,,,,,,,,
20147,Kansas,Phillips County,14442,14150,12505,12159,10435,9273,8709,7888,7406,6590,6001,5642,5420,,,,,,,,
20149,Kansas,Pottawatomie County,18470,17522,16154,15862,14015,12344,11957,11755,14782,16128,18209,21604,23123,31740,,,"Manhattan, KS",Metropolitan Statistical Area,,,Outlying
20151,Kansas,Pratt County,7085,11156,12909,13312,12348,12156,12122,10056,10275,9702,9647,9656,9697,,,,,,,,
20153,Kansas,Rawlins County,5241,6380,6799,7362,6618,5728,5279,4393,4105,3404,2966,2519,2506,,,,,,,,
20155,Kansas,Reno County,29027,37853,44423,47785,52165,54058,59055,60765,64983,62389,64790,64511,63596,26740,,,"Hutchinson, KS",Micropolitan Statistical Area,,,Central
20157,Kansas,Republic County,18248,17447,15855,14745,13124,11478,9768,8498,7569,6482,5835,4980,4688,,,,,,,,
20159,Kansas,Rice County,14745,15106,14832,13800,17213,15635,13909,12320,11900,10610,10761,10083,9925,,,,,,,,
20161,Kansas,Riley County,13828,15783,20650,19882,20617,33405,41914,56788,63505,67139,62843,71115,77185,31740,,,"Manhattan, KS",Metropolitan Statistical Area,,,Central
20163,Kansas,Rooks County,7960,11282,9966,9534,8497,9043,9734,7628,7006,6039,5685,5181,5179,,,,,,,,
20165,Kansas,Rush County,6134,7826,8360,9093,8285,7231,6160,5117,4516,3842,3551,3307,3098,,,,,,,,
20167,Kansas,Russell County,8489,10800,10748,11045,13464,13406,11348,9428,8868,7835,7370,6970,7044,,,,,,,,
20169,Kansas,Saline County,17076,20338,25103,29337,29535,33409,54715,46592,48905,49301,53597,55606,55429,41460,,,"Salina, KS",Micropolitan Statistical Area,,,Central
20171,Kansas,Scott County,1098,3047,3121,3976,3773,4921,5228,5606,5782,5289,5120,4936,4948,,,,,,,,
20173,Kansas,Sedgwick County,44037,73095,92234,136330,143311,222290,343231,350694,366531,403662,452869,498365,511083,48620,,556,"Wichita, KS",Metropolitan Statistical Area,,"Wichita-Winfield, KS",Central
20175,Kansas,Seward County,822,4091,6220,8075,6540,9972,15930,15744,17071,18743,22510,22952,23273,30580,,,"Liberal, KS",Micropolitan Statistical Area,,,Central
20177,Kansas,Shawnee County,53727,61874,69159,85200,91247,105418,141286,155322,154916,160976,169871,177934,178689,45820,,,"Topeka, KS",Metropolitan Statistical Area,,,Central
20179,Kansas,Sheridan County,3819,5651,5484,6038,5312,4607,4267,3859,3544,3043,2813,2556,2475,,,,,,,,
20181,Kansas,Sherman County,3341,4549,5592,7400,6421,7373,6682,7792,7759,6926,6760,6010,5964,,,,,,,,
20183,Kansas,Smith County,16384,15365,14985,13545,10582,8846,7776,6757,5947,5078,4536,3853,3689,,,,,,,,
20185,Kansas,Stafford County,9829,12510,11559,10460,10487,8816,7451,5943,5694,5365,4789,4437,4215,,,,,,,,
20187,Kansas,Stanton County,327,1034,908,2152,1443,2263,2108,2287,2339,2333,2406,2235,2070,,,,,,,,
20189,Kansas,Stevens County,620,2453,3943,4655,3193,4516,4400,4198,4736,5048,5463,5724,5789,,,,,,,,
20191,Kansas,Sumner County,25631,30654,29213,28960,26163,23646,25316,23553,24928,25841,25946,24132,23417,48620,,556,"Wichita, KS",Metropolitan Statistical Area,,"Wichita-Winfield, KS",Outlying
20193,Kansas,Thomas County,4112,5455,5517,7334,6425,7572,7358,7501,8451,8258,8180,7900,7895,,,,,,,,
20195,Kansas,Trego County,2722,5398,5880,6470,5822,5868,5473,4436,4165,3694,3319,3001,2907,,,,,,,,
20197,Kansas,Wabaunsee County,12813,12721,11424,10830,9219,7212,6648,6397,6867,6603,6885,7053,6887,45820,,,"Topeka, KS",Metropolitan Statistical Area,,,Outlying
20199,Kansas,Wallace County,1178,2759,2424,2882,2216,2508,2069,2215,2045,1821,1749,1485,1505,,,,,,,,
20201,Kansas,Washington County,21963,20229,17984,17112,15921,12977,10739,9249,8543,7073,6483,5799,5568,,,,,,,,
20203,Kansas,Wichita County,1197,2006,1856,2579,2185,2640,2765,3274,3041,2758,2531,2234,2167,,,,,,,,
20205,Kansas,Wilson County,15621,19810,21157,18646,17723,14815,13077,11317,12128,10289,10332,9409,8845,,,,,,,,
20207,Kansas,Woodson County,10022,9450,8984,8526,8014,6711,5423,4789,4600,4116,3788,3309,3144,,,,,,,,
20209,Kansas,Wyandotte County,73227,100068,122218,141211,145071,165318,185495,186845,172335,161993,157882,157505,163682,28140,,312,"Kansas City, MO-KS",Metropolitan Statistical Area,,"Kansas City-Overland Park-Kansas City, MO-KS",Central
21001,Kentucky,Adair County,14888,16503,17289,16401,18566,17603,14699,13037,15233,15360,17244,18656,19162,,,,,,,,
21003,Kentucky,Allen County,14657,14882,16761,15180,15496,13787,12269,12598,14128,14628,17800,19956,20660,14540,,150,"Bowling Green, KY",Metropolitan Statistical Area,,"Bowling Green-Glasgow, KY",Outlying
21005,Kentucky,Anderson County,10051,10146,9982,8494,8936,8984,8618,9358,12567,14571,19111,21421,21920,23180,,336,"Frankfort, KY",Micropolitan Statistical Area,,"Lexington-Fayette--Richmond--Frankfort, KY",Outlying
21007,Kentucky,Ballard County,10761,12690,12045,9910,9480,8545,8291,8276,8798,7902,8286,8249,8216,37140,,424,"Paducah, KY-IL",Micropolitan Statistical Area,,"Paducah-Mayfield, KY-IL",Outlying
21009,Kentucky,Barren County,23197,25293,25356,25844,27559,28461,28303,28677,34009,34001,38033,42173,43546,23980,,150,"Glasgow, KY",Micropolitan Statistical Area,,"Bowling Green-Glasgow, KY",Central
21011,Kentucky,Bath County,14734,13988,11996,11075,11451,10410,9114,9235,10025,9692,11085,11591,12203,34460,,336,"Mount Sterling, KY",Micropolitan Statistical Area,,"Lexington-Fayette--Richmond--Frankfort, KY",Outlying
21013,Kentucky,Bell County,15701,28447,33988,38747,43812,47602,35336,31087,34330,31506,30060,28691,27370,33180,,,"Middlesborough, KY",Micropolitan Statistical Area,,,Central
21015,Kentucky,Boone County,11170,9420,9572,9595,10820,13015,21940,32812,45842,57589,85991,118811,128161,17140,,178,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,,"Cincinnati-Wilmington-Maysville, OH-KY-IN",Central
21017,Kentucky,Bourbon County,18069,17462,18418,18060,17932,17752,18178,18476,19405,19236,19360,19985,20166,30460,,336,"Lexington-Fayette, KY",Metropolitan Statistical Area,,"Lexington-Fayette--Richmond--Frankfort, KY",Outlying
21019,Kentucky,Boyd County,18834,23444,29281,43849,45938,49949,52163,52376,55513,51150,49752,49542,48471,26580,,170,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,,"Charleston-Huntington-Ashland, WV-OH-KY",Central
21021,Kentucky,Boyle County,13817,14668,14998,16282,17075,20532,21257,21090,25066,25641,27697,28432,29782,19220,,,"Danville, KY",Micropolitan Statistical Area,,,Central
21023,Kentucky,Bracken County,12137,10308,10210,9616,9389,8424,7422,7227,7738,7766,8279,8488,8290,17140,,178,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,,"Cincinnati-Wilmington-Maysville, OH-KY-IN",Outlying
21025,Kentucky,Breathitt County,14322,17540,20614,21143,23946,19964,15490,14221,17004,15703,16100,13878,13363,,,,,,,,
21027,Kentucky,Breckinridge County,20534,21034,19652,17368,17744,15528,14734,14789,16861,16312,18648,20059,19979,,,,,,,,
21029,Kentucky,Bullitt County,9602,9487,9328,8868,9511,11349,15726,26090,43346,47567,61236,74319,78677,31140,,350,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN",Central
21031,Kentucky,Butler County,15896,15805,15197,12620,14371,11309,9586,9723,11064,11245,13010,12690,12734,14540,,150,"Bowling Green, KY",Metropolitan Statistical Area,,"Bowling Green-Glasgow, KY",Outlying
21033,Kentucky,Caldwell County,14510,14063,13975,13781,14499,13199,13073,13179,13473,13232,13060,12984,12748,,,,,,,,
21035,Kentucky,Calloway County,17633,19867,20802,17662,19041,20147,20972,27692,30031,30735,34177,37191,38656,34660,,,"Murray, KY",Micropolitan Statistical Area,,,Central
21037,Kentucky,Campbell County,54223,59369,61868,73391,71918,76196,86803,88501,83317,83866,88616,90336,92124,17140,,178,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,,"Cincinnati-Wilmington-Maysville, OH-KY-IN",Central
21039,Kentucky,Carlisle County,10195,9048,8231,7363,7650,6206,5608,5354,5487,5238,5351,5104,4852,,,,,,,,
21041,Kentucky,Carroll County,9825,8110,8346,8155,8657,8517,7978,8523,9270,9292,10155,10811,10682,,,,,,,,
21043,Kentucky,Carter County,20228,21966,22474,23839,25545,22559,20817,19850,25060,24340,26889,27720,27439,26580,,170,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,,"Charleston-Huntington-Ashland, WV-OH-KY",Outlying
21045,Kentucky,Casey County,15144,15479,17213,16747,19962,17446,14327,12930,14818,14211,15447,15955,15749,,,,,,,,
21047,Kentucky,Christian County,37962,38845,35883,34283,36129,42359,56904,56224,66878,68941,72265,73955,73075,17300,,,"Clarksville, TN-KY",Metropolitan Statistical Area,,,Outlying
21049,Kentucky,Clark County,16694,17987,17901,17640,17988,18898,21075,24090,28322,29496,33144,35613,35660,30460,,336,"Lexington-Fayette, KY",Metropolitan Statistical Area,,"Lexington-Fayette--Richmond--Frankfort, KY",Outlying
21051,Kentucky,Clay County,15364,17789,19795,18526,23901,23116,20748,18481,22752,21746,24556,21730,20974,30940,,,"London, KY",Micropolitan Statistical Area,,,Outlying
21053,Kentucky,Clinton County,7871,8153,8589,9004,10279,10605,8886,8174,9321,9135,9634,10272,10183,,,,,,,,
21055,Kentucky,Crittenden County,15191,13296,13125,11931,12115,10818,8648,8493,9207,9196,9384,9315,9168,,,,,,,,
21057,Kentucky,Cumberland County,8962,9846,10648,10204,11923,9309,7835,6850,7289,6784,7147,6856,6737,,,,,,,,
21059,Kentucky,Daviess County,38667,41020,40733,43779,52335,57241,70588,79486,85949,87189,91545,96656,99485,36980,,,"Owensboro, KY",Metropolitan Statistical Area,,,Central
21061,Kentucky,Edmonson County,10080,10469,10894,11475,11344,9376,8085,8751,9962,10357,11644,12161,11991,14540,,150,"Bowling Green, KY",Metropolitan Statistical Area,,"Bowling Green-Glasgow, KY",Outlying
21063,Kentucky,Elliott County,10387,9814,8887,7571,8713,7085,6330,5933,6908,6455,6748,7852,7548,,,,,,,,
21065,Kentucky,Estill County,11669,12273,15569,17079,17978,14677,12466,12752,14495,14614,15307,14672,14373,40080,,336,"Richmond-Berea, KY",Micropolitan Statistical Area,,"Lexington-Fayette--Richmond--Frankfort, KY",Outlying
21067,Kentucky,Fayette County,42071,47715,54664,68543,78899,100746,131906,174323,204165,225366,260512,295803,315819,30460,,336,"Lexington-Fayette, KY",Metropolitan Statistical Area,,"Lexington-Fayette--Richmond--Frankfort, KY",Central
21069,Kentucky,Fleming County,17074,16066,15614,12931,13327,11962,10890,11366,12323,12292,13792,14348,14578,,,,,,,,
21071,Kentucky,Floyd County,15552,18623,27427,41942,52986,53500,41642,35889,48764,43586,42441,39451,37531,,,,,,,,
21073,Kentucky,Franklin County,20852,21135,19357,21064,23308,25933,29421,34481,41830,43781,47687,49285,50070,23180,,336,"Frankfort, KY",Micropolitan Statistical Area,,"Lexington-Fayette--Richmond--Frankfort, KY",Central
21075,Kentucky,Fulton County,11546,14114,15197,14927,15413,13668,11256,10183,8971,8271,7752,6813,6266,,,,,,,,
21077,Kentucky,Gallatin County,5163,4697,4664,4437,4307,3969,3867,4134,4842,5393,7870,8589,8613,17140,,178,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,,"Cincinnati-Wilmington-Maysville, OH-KY-IN",Outlying
21079,Kentucky,Garrard County,12042,11894,12503,11562,11910,11029,9747,9457,10853,11579,14792,16912,17207,,,,,,,,
21081,Kentucky,Grant County,13239,10581,10435,9876,9876,9809,9489,9999,13308,15737,22384,24662,24736,17140,,178,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,,"Cincinnati-Wilmington-Maysville, OH-KY-IN",Outlying
21083,Kentucky,Graves County,33204,33539,32483,30778,31763,31364,30021,30939,34049,33550,37028,37121,37248,32460,,424,"Mayfield, KY",Micropolitan Statistical Area,,"Paducah-Mayfield, KY-IL",Central
21085,Kentucky,Grayson County,19878,19958,19927,17055,17562,17063,15834,16445,20854,21050,24053,25746,26138,,,,,,,,
21087,Kentucky,Green County,12255,11871,11391,11401,12321,11261,11249,10350,11043,10371,11518,11258,10951,15820,,,"Campbellsville, KY",Micropolitan Statistical Area,,,Outlying
21089,Kentucky,Greenup County,15432,18475,20062,24554,24917,24887,29238,33192,39132,36742,36891,36910,36006,26580,,170,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,,"Charleston-Huntington-Ashland, WV-OH-KY",Central
21091,Kentucky,Hancock County,8914,8512,6945,6147,6807,6009,5330,7080,7742,7864,8392,8565,8641,36980,,,"Owensboro, KY",Metropolitan Statistical Area,,,Outlying
21093,Kentucky,Hardin County,22937,22696,24287,20913,29108,50312,67789,78421,88917,89240,94174,105543,106272,21060,,350,"Elizabethtown-Fort Knox, KY",Metropolitan Statistical Area,,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN",Central
21095,Kentucky,Harlan County,9838,10566,31546,64557,75275,71751,51107,37370,41889,36574,33202,29278,27506,,,,,,,,
21097,Kentucky,Harrison County,18570,16873,15798,14859,15124,13736,13704,14158,15166,16248,17983,18846,18641,,,,,,,,
21099,Kentucky,Hart County,18390,18173,18544,16169,17239,15321,14119,13980,15402,14890,17445,18199,18421,,,,,,,,
21101,Kentucky,Henderson County,32907,29352,27609,26295,27020,30715,33519,36031,40849,43044,44829,46250,46344,21780,,,"Evansville, IN-KY",Metropolitan Statistical Area,,,Central
21103,Kentucky,Henry County,14620,13716,13411,12564,12220,11394,10987,10910,12740,12823,15060,15416,15563,31140,,350,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN",Outlying
21105,Kentucky,Hickman County,11745,11750,10244,8725,9142,7778,6747,6264,6065,5566,5262,4902,4612,,,,,,,,
21107,Kentucky,Hopkins County,30995,34291,34133,37449,37789,38815,38458,38167,46174,46126,46519,46920,46055,31580,,,"Madisonville, KY",Micropolitan Statistical Area,,,Central
21109,Kentucky,Jackson County,10561,10734,11687,10467,16339,13101,10677,10005,11996,11955,13495,13494,13325,,,,,,,,
21111,Kentucky,Jefferson County,232549,262920,286369,355350,385392,484615,610947,695055,685004,664937,693604,741096,764946,31140,,350,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN",Central
21113,Kentucky,Jessamine County,11925,12613,12205,12431,12174,12458,13625,17430,26146,30508,39041,48586,51809,30460,,336,"Lexington-Fayette, KY",Metropolitan Statistical Area,,"Lexington-Fayette--Richmond--Frankfort, KY",Outlying
21115,Kentucky,Johnson County,13730,17482,19622,22968,25771,23846,19748,17539,24432,23248,23445,23356,23128,,,,,,,,
21117,Kentucky,Kenton County,63591,70355,73453,93534,93139,104254,120700,129440,137058,142031,151464,159720,164478,17140,,178,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,,"Cincinnati-Wilmington-Maysville, OH-KY-IN",Central
21119,Kentucky,Knott County,8704,10791,11655,15230,20007,20320,17362,14698,17940,17906,17649,16346,15680,,,,,,,,
21121,Kentucky,Knox County,17372,22116,24172,26266,31029,30409,25258,23689,30239,29676,31795,31883,31465,30940,,,"London, KY",Micropolitan Statistical Area,,,Central
21123,Kentucky,Larue County,10764,10701,10004,9093,9622,9956,10346,10672,11922,11679,13373,14193,14110,21060,,350,"Elizabethtown-Fort Knox, KY",Metropolitan Statistical Area,,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN",Outlying
21125,Kentucky,Laurel County,17592,19872,19814,21109,25640,25797,24901,27386,38982,43438,52715,58849,59919,30940,,,"London, KY",Micropolitan Statistical Area,,,Central
21127,Kentucky,Lawrence County,19612,20067,17643,16713,17275,14418,12134,10726,14121,13998,15569,15860,15861,,,,,,,,
21129,Kentucky,Lee County,7988,9531,11918,9729,10860,8739,7420,6587,7754,7422,7916,7887,6746,,,,,,,,
21131,Kentucky,Leslie County,6753,8976,10097,10765,14981,15537,10941,11623,14882,13642,12401,11310,10644,,,,,,,,
21133,Kentucky,Letcher County,9172,10623,24467,35702,40592,39522,30102,23165,30687,27000,25277,24519,23049,,,,,,,,
21135,Kentucky,Lewis County,17868,16887,15829,14315,15686,13520,13115,12355,14545,13029,14092,13870,13663,,,,,,,,
21137,Kentucky,Lincoln County,17059,17897,16481,17687,19859,18668,16503,16663,19053,20045,23361,24742,24342,19220,,,"Danville, KY",Micropolitan Statistical Area,,,Outlying
21139,Kentucky,Livingston County,11354,10627,9732,8608,9127,7184,7029,7596,9219,9062,9804,9519,9289,37140,,424,"Paducah, KY-IL",Micropolitan Statistical Area,,"Paducah-Mayfield, KY-IL",Outlying
21141,Kentucky,Logan County,25994,24977,23633,21875,23345,22335,20896,21793,24138,24416,26573,26835,26746,,,,,,,,
21143,Kentucky,Lyon County,9319,9423,8795,8530,9067,6853,5924,5562,6490,6624,8080,8314,8474,,,,,,,,
21145,Kentucky,McCracken County,28733,35064,37246,46271,48534,49137,57306,58281,61310,62879,65514,65565,64948,37140,,424,"Paducah, KY-IL",Micropolitan Statistical Area,,"Paducah-Mayfield, KY-IL",Central
21147,Kentucky,McCreary County,---,---,11676,14627,16451,16660,12463,12548,15634,15603,17080,18306,17883,,,,,,,,
21149,Kentucky,McLean County,12448,13241,12502,11072,11446,10021,9355,9062,10090,9628,9938,9531,9395,36980,,,"Owensboro, KY",Metropolitan Statistical Area,,,Outlying
21151,Kentucky,Madison County,25607,26951,26284,27621,28541,31179,33482,42730,53352,57508,70872,82916,88212,40080,,336,"Richmond-Berea, KY",Micropolitan Statistical Area,,"Lexington-Fayette--Richmond--Frankfort, KY",Central
21153,Kentucky,Magoffin County,12006,13654,13859,15719,17490,13839,11156,10443,13515,13077,13332,13333,12784,,,,,,,,
21155,Kentucky,Marion County,16290,16330,15527,15499,16913,17212,16887,16714,17910,16499,18212,19820,19212,,,,,,,,
21157,Kentucky,Marshall County,13692,15771,15215,12889,16602,13387,16736,20381,25637,27205,30125,31448,31059,,,,,,,,
21159,Kentucky,Martin County,5780,7291,7654,8584,10970,11677,10201,9377,13925,12526,12578,12929,12285,,,,,,,,
21161,Kentucky,Mason County,20446,18611,17760,18862,19066,18486,18454,17273,17765,16666,16800,17490,17050,32500,,178,"Maysville, KY",Micropolitan Statistical Area,,"Cincinnati-Wilmington-Maysville, OH-KY-IN",Central
21163,Kentucky,Meade County,10533,9783,9442,8042,8827,9422,18938,18796,22854,24170,26349,28602,27725,21060,,350,"Elizabethtown-Fort Knox, KY",Metropolitan Statistical Area,,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN",Outlying
21165,Kentucky,Menifee County,6818,6153,5779,4958,5691,4798,4276,4050,5117,5092,6556,6306,6373,34460,,336,"Mount Sterling, KY",Micropolitan Statistical Area,,"Lexington-Fayette--Richmond--Frankfort, KY",Outlying
21167,Kentucky,Mercer County,14426,14063,14795,14471,14629,14643,14596,15960,19011,19148,20817,21331,21377,,,,,,,,
21169,Kentucky,Metcalfe County,9988,10453,10075,9373,10853,9851,8367,8177,9484,8963,10037,10099,9925,23980,,150,"Glasgow, KY",Micropolitan Statistical Area,,"Bowling Green-Glasgow, KY",Outlying
21171,Kentucky,Monroe County,13053,13663,14214,13077,14070,13770,11799,11642,12353,11401,11756,10963,10618,,,,,,,,
21173,Kentucky,Montgomery County,12834,12868,12245,11660,12280,13025,13461,15364,20046,19561,22554,26499,27576,34460,,336,"Mount Sterling, KY",Micropolitan Statistical Area,,"Lexington-Fayette--Richmond--Frankfort, KY",Central
21175,Kentucky,Morgan County,12792,16259,16518,15130,16827,13624,11056,10019,12103,11648,13948,13923,13267,,,,,,,,
21177,Kentucky,Muhlenberg County,20741,28598,33353,37784,37554,32501,27791,27537,32238,31318,31839,31499,31245,16420,,,"Central City, KY",Micropolitan Statistical Area,,,Central
21179,Kentucky,Nelson County,16587,16830,16137,16551,18004,19521,22168,23477,27584,29710,37477,43437,45114,12680,,350,"Bardstown, KY",Micropolitan Statistical Area,,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN",Central
21181,Kentucky,Nicholas County,11952,10601,9894,8571,8617,7532,6677,6508,7157,6725,6813,7135,7059,,,,,,,,
21183,Kentucky,Ohio County,27287,27642,26473,24469,24421,20840,17725,18790,21765,21105,22916,23842,24021,,,,,,,,
21185,Kentucky,Oldham County,7078,7248,7689,7402,10716,11018,13388,14687,27795,33263,46178,60316,64556,31140,,350,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN",Central
21187,Kentucky,Owen County,17553,14248,12554,10710,10942,9755,8237,7470,8924,9035,10547,10841,10736,,,,,,,,
21189,Kentucky,Owsley County,6874,7979,7820,7223,8957,7324,5369,5023,5709,5036,4858,4755,4445,,,,,,,,
21191,Kentucky,Pendleton County,14947,11985,11719,10876,10392,9610,9968,9949,10989,12036,14390,14877,14487,17140,,178,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,,"Cincinnati-Wilmington-Maysville, OH-KY-IN",Outlying
21193,Kentucky,Perry County,8276,11255,26042,42186,47828,46566,34961,25714,33763,30283,29390,28712,27373,,,,,,,,
21195,Kentucky,Pike County,22686,31679,49477,63267,71122,81154,68264,61059,81123,72583,68736,65024,61781,,,,,,,,
21197,Kentucky,Powell County,6443,6268,6745,5800,7671,6812,6674,7704,11101,11686,13237,12613,12226,,,,,,,,
21199,Kentucky,Pulaski County,31293,35986,34010,35640,39863,38452,34403,35234,45803,49489,56217,63063,63862,43700,,,"Somerset, KY",Micropolitan Statistical Area,,,Central
21201,Kentucky,Robertson County,4900,4121,3871,3344,3419,2881,2443,2163,2265,2124,2266,2282,2134,,,,,,,,
21203,Kentucky,Rockcastle County,12416,14473,15406,15149,17165,13925,12334,12305,13973,14803,16582,17056,16932,,,,,,,,
21205,Kentucky,Rowan County,8277,9438,9467,10893,12734,12708,12808,17010,19049,20353,22094,23333,24642,,,,,,,,
21207,Kentucky,Russell County,9695,10861,11854,11930,13615,13717,11076,10542,13708,14716,16315,17565,17685,,,,,,,,
21209,Kentucky,Scott County,18076,16956,15318,14400,14314,15141,15376,17948,21813,23867,33061,47173,52155,30460,,336,"Lexington-Fayette, KY",Metropolitan Statistical Area,,"Lexington-Fayette--Richmond--Frankfort, KY",Outlying
21211,Kentucky,Shelby County,18340,18041,18532,17679,17759,17912,18493,18999,23328,24824,33337,42074,45787,31140,,350,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN",Outlying
21213,Kentucky,Simpson County,11624,11460,11150,11336,11752,11678,11548,13054,14673,15145,16405,17327,17901,,,,,,,,
21215,Kentucky,Spencer County,7406,7567,7785,6606,6757,6157,5680,5488,5929,6801,11766,17061,18072,31140,,350,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN",Outlying
