FIPS,STNAME,CTYNAME,CENSUS1900POP,CENSUS1910POP,CENSUS1920POP,CENSUS1930POP,CENSUS1940POP,CENSUS1950POP,CENSUS1960POP,CENSUS1970POP,CENSUS1980POP,CENSUS1990POP,CENSUS2000POP,CENSUS2010POP,POPESTIMATE2015,CBSA Code,Metropolitan Division Code,CSA Code,CBSA Title,Metropolitan/Micropolitan Statistical Area,Metropolitan Division Title,CSA Title,Central/Outlying County
21217,Kentucky,Taylor County,11075,11961,12236,12047,13556,14403,16285,17138,21178,21146,22927,24512,25586,15820,,,"Campbellsville, KY",Micropolitan Statistical Area,,,Central
21219,Kentucky,Todd County,17371,16488,15694,13520,14234,12890,11364,10823,11874,10940,11971,12460,12447,,,,,,,,
21221,Kentucky,Trigg County,14073,14539,14208,12531,12784,9683,8870,8620,9384,10361,12597,14339,14218,17300,,,"Clarksville, TN-KY",Metropolitan Statistical Area,,,Outlying
21223,Kentucky,Trimble County,7272,6512,6011,5348,5601,5148,5102,5349,6253,6090,8125,8809,8733,,,,,,,,
21225,Kentucky,Union County,21326,19886,18040,17053,17411,14893,14537,15882,17821,16557,15637,15007,14951,,,,,,,,
21227,Kentucky,Warren County,29970,30579,30858,33676,36631,42758,45491,57432,71828,76673,92522,113792,124122,14540,,150,"Bowling Green, KY",Metropolitan Statistical Area,,"Bowling Green-Glasgow, KY",Central
21229,Kentucky,Washington County,14182,13940,14773,12623,12965,12777,11168,10728,10764,10441,10916,11717,12007,,,,,,,,
21231,Kentucky,Wayne County,14892,17518,16208,15848,17204,16475,14700,14268,17022,17468,19923,20813,20609,,,,,,,,
21233,Kentucky,Webster County,20097,20974,20762,20534,19198,15555,14244,13282,14832,13955,14120,13621,13155,,,,,,,,
21235,Kentucky,Whitley County,25015,31982,27749,29730,33186,31940,25815,24145,33396,33326,35865,35637,36109,30940,,,"London, KY",Micropolitan Statistical Area,,,Central
21237,Kentucky,Wolfe County,8764,9864,8783,8425,9997,7615,6534,5669,6698,6503,7065,7355,7241,,,,,,,,
21239,Kentucky,Woodford County,13134,12571,11784,10981,11847,11212,11913,14434,17778,19955,23208,24939,25860,30460,,336,"Lexington-Fayette, KY",Metropolitan Statistical Area,,"Lexington-Fayette--Richmond--Frankfort, KY",Outlying
22001,Louisiana,Acadia Parish,23483,31847,34820,39326,46260,47050,49931,52109,56427,55882,58861,61773,62679,29180,,318,"Lafayette, LA",Metropolitan Statistical Area,,"Lafayette-Opelousas-Morgan City, LA",Outlying
22003,Louisiana,Allen Parish,---,---,18382,15261,17540,18835,19867,20794,21390,21226,25440,25764,25631,,,,,,,,
22005,Louisiana,Ascension Parish,24142,23887,22155,18438,21215,22387,27927,37086,50068,58214,76627,107215,119374,12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,,,Central
22007,Louisiana,Assumption Parish,21620,24128,17912,15990,18541,17278,17991,19654,22084,22753,23388,23421,22898,12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,,,Outlying
22009,Louisiana,Avoyelles Parish,29701,34102,35300,34926,39256,38031,37606,37751,41393,39159,41481,42073,40979,,,,,,,,
22011,Louisiana,Beauregard Parish,---,---,20767,14569,14847,17766,19191,22888,29692,30083,32986,35654,36531,19760,,217,"DeRidder, LA",Micropolitan Statistical Area,,"DeRidder-Fort Polk South, LA",Central
22013,Louisiana,Bienville Parish,17588,21776,20977,23789,23933,19105,16726,16024,16387,15979,15752,14353,13823,,,,,,,,
22015,Louisiana,Bossier Parish,24153,21738,22266,28388,33162,40139,57622,64519,80721,86088,98310,116979,125554,43340,,508,"Shreveport-Bossier City, LA",Metropolitan Statistical Area,,"Shreveport-Bossier City-Minden, LA",Central
22017,Louisiana,Caddo Parish,44499,58200,83265,124670,150203,176547,223859,230184,252358,248253,252161,254969,251345,43340,,508,"Shreveport-Bossier City, LA",Metropolitan Statistical Area,,"Shreveport-Bossier City-Minden, LA",Central
22019,Louisiana,Calcasieu Parish,30428,62767,32807,41963,56506,89635,145475,145415,167223,168134,183577,192768,198450,29340,,324,"Lake Charles, LA",Metropolitan Statistical Area,,"Lake Charles-Jennings, LA",Central
22021,Louisiana,Caldwell Parish,6917,8593,9514,10430,12046,10293,9004,9354,10761,9810,10560,10132,10045,,,,,,,,
22023,Louisiana,Cameron Parish,3952,4288,3952,6054,7203,6244,6909,8194,9336,9260,9991,6839,6825,29340,,324,"Lake Charles, LA",Metropolitan Statistical Area,,"Lake Charles-Jennings, LA",Outlying
22025,Louisiana,Catahoula Parish,16351,10415,11074,12451,14618,11834,11421,11769,12287,11065,10920,10407,10029,,,,,,,,
22027,Louisiana,Claiborne Parish,23029,25050,27885,32285,29855,25063,19407,17024,17095,17405,16851,17195,16261,,,,,,,,
22029,Louisiana,Concordia Parish,13559,14278,12466,12778,14562,14398,20467,22578,22981,20828,20247,20822,20228,35020,,,"Natchez, MS-LA",Micropolitan Statistical Area,,,Central
22031,Louisiana,De Soto Parish,25063,27689,29376,31016,31803,24398,24248,22764,25727,25346,25494,26656,27101,43340,,508,"Shreveport-Bossier City, LA",Metropolitan Statistical Area,,"Shreveport-Bossier City-Minden, LA",Outlying
22033,Louisiana,East Baton Rouge Parish,31153,34580,44513,68208,88415,158236,230058,285167,366191,380105,412852,440171,445512,12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,,,Central
22035,Louisiana,East Carroll Parish,11373,11637,11231,15815,19023,16302,14433,12884,11772,9709,9421,7759,7277,,,,,,,,
22037,Louisiana,East Feliciana Parish,20443,20055,17487,17449,18039,19133,20198,17657,19015,19211,21360,20267,19540,12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,,,Outlying
22039,Louisiana,Evangeline Parish,---,---,23485,25483,30497,31629,31639,31932,33343,33274,35434,33984,33724,,,,,,,,
22041,Louisiana,Franklin Parish,8890,11989,24100,30530,32382,29376,26088,23946,24141,22387,21263,20767,20386,,,,,,,,
22043,Louisiana,Grant Parish,12902,15958,14403,15709,15933,14263,13330,13671,16703,17526,18698,22309,22302,10780,,,"Alexandria, LA",Metropolitan Statistical Area,,,Outlying
22045,Louisiana,Iberia Parish,29015,31262,26855,28192,37183,40059,51657,57397,63752,68297,73266,73240,73747,29180,,318,"Lafayette, LA",Metropolitan Statistical Area,,"Lafayette-Opelousas-Morgan City, LA",Central
22047,Louisiana,Iberville Parish,27006,30954,26806,24638,27721,26750,29939,30746,32159,31049,33320,33387,33136,12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,,,Central
22049,Louisiana,Jackson Parish,9119,13818,14486,13808,17807,15434,15828,15963,17321,15705,15397,16274,15947,,,,,,,,
22051,Louisiana,Jefferson Parish,15321,18247,21563,40032,50427,103873,208769,337568,454592,448306,455466,432552,435175,35380,,406,"New Orleans-Metairie, LA",Metropolitan Statistical Area,,"New Orleans-Metairie-Hammond, LA-MS",Central
22053,Louisiana,Jefferson Davis Parish,---,---,18999,19765,24191,26298,29825,29554,32168,30722,31435,31594,31431,27660,,324,"Jennings, LA",Micropolitan Statistical Area,,"Lake Charles-Jennings, LA",Central
22055,Louisiana,Lafayette Parish,22825,28733,30841,38827,43941,57743,84656,109716,150017,164762,190503,221578,239332,29180,,318,"Lafayette, LA",Metropolitan Statistical Area,,"Lafayette-Opelousas-Morgan City, LA",Central
22057,Louisiana,Lafourche Parish,28882,33111,30344,32419,38615,42209,55381,68941,82483,85860,89974,96318,98314,26380,,,"Houma-Thibodaux, LA",Metropolitan Statistical Area,,,Central
22059,Louisiana,LaSalle Parish,---,9402,9856,11668,10959,12717,13011,13295,17004,13662,14282,14890,14979,,,,,,,,
22061,Louisiana,Lincoln Parish,15898,18485,16962,22822,24790,25782,28535,33800,39763,41745,42509,46735,47434,40820,,384,"Ruston, LA",Micropolitan Statistical Area,,"Monroe-Ruston, LA",Central
22063,Louisiana,Livingston Parish,8100,10627,11643,18206,17790,20054,26974,36511,58806,70526,91814,128026,137116,12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,,,Central
22065,Louisiana,Madison Parish,12322,10676,10829,14829,18443,17451,16444,15065,15975,12463,13728,12093,11554,,,,,,,,
22067,Louisiana,Morehouse Parish,16634,18786,19311,23689,27571,32038,33709,32463,34803,31938,31021,27979,26301,33740,,384,"Monroe, LA",Metropolitan Statistical Area,,"Monroe-Ruston, LA",Outlying
22069,Louisiana,Natchitoches Parish,33216,36455,38602,38477,40997,38144,35653,35219,39863,36689,39080,39566,39004,35060,,,"Natchitoches, LA",Micropolitan Statistical Area,,,Central
22071,Louisiana,Orleans Parish,287104,339075,387219,458762,494537,570445,627525,593471,557515,496938,484674,343829,389742,35380,,406,"New Orleans-Metairie, LA",Metropolitan Statistical Area,,"New Orleans-Metairie-Hammond, LA-MS",Central
22073,Louisiana,Ouachita Parish,20947,25830,30319,54337,59168,74713,101663,115387,139241,142191,147250,153720,156880,33740,,384,"Monroe, LA",Metropolitan Statistical Area,,"Monroe-Ruston, LA",Central
22075,Louisiana,Plaquemines Parish,13039,12524,10194,9608,12318,14239,22545,25225,26049,25575,26757,23042,23437,35380,,406,"New Orleans-Metairie, LA",Metropolitan Statistical Area,,"New Orleans-Metairie-Hammond, LA-MS",Central
22077,Louisiana,Pointe Coupee Parish,25777,25289,24697,21007,24004,21841,22488,22002,24045,22540,22763,22802,22197,12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,,,Outlying
22079,Louisiana,Rapides Parish,39578,44545,59444,65455,73370,90648,111351,118078,135282,131556,126337,131613,131780,10780,,,"Alexandria, LA",Metropolitan Statistical Area,,,Central
22081,Louisiana,Red River Parish,11548,11402,15301,16078,15881,12113,9978,9226,10433,9387,9622,9091,8711,,,,,,,,
22083,Louisiana,Richland Parish,11116,15769,20860,26374,28829,26672,23824,21774,22187,20629,20981,20725,20546,,,,,,,,
22085,Louisiana,Sabine Parish,15421,19874,20713,24110,23586,20880,18564,18638,25280,22646,23459,24233,24205,,,,,,,,
22087,Louisiana,St. Bernard Parish,5031,5277,4968,6512,7280,11087,32186,51185,64097,66631,67229,35897,45421,35380,,406,"New Orleans-Metairie, LA",Metropolitan Statistical Area,,"New Orleans-Metairie-Hammond, LA-MS",Central
22089,Louisiana,St. Charles Parish,9072,11207,8586,12111,12321,13363,21219,29550,37259,42437,48072,52780,52572,35380,,406,"New Orleans-Metairie, LA",Metropolitan Statistical Area,,"New Orleans-Metairie-Hammond, LA-MS",Central
22091,Louisiana,St. Helena Parish,8479,9172,8427,8492,9542,9013,9162,9937,9827,9874,10525,11203,10457,12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,,,Outlying
22093,Louisiana,St. James Parish,20197,23009,21228,15338,16596,15334,18369,19733,21495,20879,21216,22102,21481,35380,,406,"New Orleans-Metairie, LA",Metropolitan Statistical Area,,"New Orleans-Metairie-Hammond, LA-MS",Outlying
22095,Louisiana,St. John the Baptist Parish,12330,14338,11896,14078,14766,14861,18439,23813,31924,39996,43044,45924,43523,35380,,406,"New Orleans-Metairie, LA",Metropolitan Statistical Area,,"New Orleans-Metairie-Hammond, LA-MS",Central
22097,Louisiana,St. Landry Parish,52906,66661,51697,60074,71481,78476,81493,80364,84128,80331,87700,83384,83649,36660,,318,"Opelousas, LA",Micropolitan Statistical Area,,"Lafayette-Opelousas-Morgan City, LA",Central
22099,Louisiana,St. Martin Parish,18940,23070,21990,21767,26394,26353,29063,32453,40214,43978,48583,52160,53831,29180,,318,"Lafayette, LA",Metropolitan Statistical Area,,"Lafayette-Opelousas-Morgan City, LA",Outlying
22101,Louisiana,St. Mary Parish,34145,39368,30754,29397,31458,35848,48833,60752,64253,58086,53500,54650,52876,34020,,318,"Morgan City, LA",Micropolitan Statistical Area,,"Lafayette-Opelousas-Morgan City, LA",Central
22103,Louisiana,St. Tammany Parish,13335,18917,20645,20929,23624,26988,38643,63585,110869,144508,191268,233740,248930,35380,,406,"New Orleans-Metairie, LA",Metropolitan Statistical Area,,"New Orleans-Metairie-Hammond, LA-MS",Outlying
22105,Louisiana,Tangipahoa Parish,17625,29160,31440,46227,45519,53218,59434,65875,80698,85709,100588,121097,128716,25220,,406,"Hammond, LA",Metropolitan Statistical Area,,"New Orleans-Metairie-Hammond, LA-MS",Central
22107,Louisiana,Tensas Parish,19070,17060,12085,15096,15940,13209,11796,9732,8525,7103,6618,5252,4772,,,,,,,,
22109,Louisiana,Terrebonne Parish,24464,28320,26974,29816,35880,43328,60771,76049,94393,96982,104503,111860,113817,26380,,,"Houma-Thibodaux, LA",Metropolitan Statistical Area,,,Central
22111,Louisiana,Union Parish,18520,20451,19621,20731,20943,19141,17624,18447,21167,20690,22803,22721,22487,33740,,384,"Monroe, LA",Metropolitan Statistical Area,,"Monroe-Ruston, LA",Outlying
22113,Louisiana,Vermilion Parish,20705,26390,26482,33684,37750,36929,38855,43071,48458,50055,53807,57999,59918,29180,,318,"Lafayette, LA",Metropolitan Statistical Area,,"Lafayette-Opelousas-Morgan City, LA",Outlying
22115,Louisiana,Vernon Parish,10327,17384,20493,20047,19142,18974,18301,53794,53475,61961,52531,52334,51431,22860,,217,"Fort Polk South, LA",Micropolitan Statistical Area,,"DeRidder-Fort Polk South, LA",Central
22117,Louisiana,Washington Parish,9628,18886,24164,29904,34443,38371,44015,41987,44207,43185,43926,47168,46358,14220,,406,"Bogalusa, LA",Micropolitan Statistical Area,,"New Orleans-Metairie-Hammond, LA-MS",Central
22119,Louisiana,Webster Parish,15125,19186,24707,29458,33676,35704,39701,39939,43631,41989,41831,41207,40061,33380,,508,"Minden, LA",Micropolitan Statistical Area,,"Shreveport-Bossier City-Minden, LA",Central
22121,Louisiana,West Baton Rouge Parish,10285,12636,11092,9716,11263,11738,14796,16864,19086,19419,21601,23788,25554,12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,,,Central
22123,Louisiana,West Carroll Parish,3685,6249,8857,13895,19252,17248,14177,13028,12922,12093,12314,11604,11287,,,,,,,,
22125,Louisiana,West Feliciana Parish,15994,13449,12303,10924,11720,10169,12395,11376,12186,12915,15111,15625,15383,12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,,,Outlying
22127,Louisiana,Winn Parish,9648,18357,16119,14766,16923,16119,16034,16369,17253,16269,16894,15313,14642,,,,,,,,
23001,Maine,Androscoggin County,54242,59822,65796,71214,76679,83594,86312,91279,99657,105259,103793,107702,107124,30340,,438,"Lewiston-Auburn, ME",Metropolitan Statistical Area,,"Portland-Lewiston-South Portland, ME",Central
23003,Maine,Aroostook County,60744,74664,81728,87843,94436,96039,106064,92463,91331,86936,73938,71870,68818,,,,,,,,
23005,Maine,Cumberland County,100689,112014,124376,134645,146000,169201,182751,192528,215789,243135,265612,281674,289488,38860,,438,"Portland-South Portland, ME",Metropolitan Statistical Area,,"Portland-Lewiston-South Portland, ME",Central
23007,Maine,Franklin County,18444,19119,19825,19941,19896,20682,20069,22444,27098,29008,29467,30768,30017,,,,,,,,
23009,Maine,Hancock County,37241,35575,30361,30721,32422,32105,32293,34590,41781,46948,51791,54418,54237,,,,,,,,
23011,Maine,Kennebec County,59117,62863,63844,70691,77231,83881,89150,95247,109889,115904,117114,122151,121010,12300,,,"Augusta-Waterville, ME",Micropolitan Statistical Area,,,Central
23013,Maine,Knox County,30406,28981,26245,27693,27191,28121,28575,29013,32941,36310,39618,39736,39786,,,,,,,,
23015,Maine,Lincoln County,19669,18216,15976,15498,16294,18004,18497,20537,25691,30357,33616,34457,33784,,,,,,,,
23017,Maine,Oxford County,32238,36256,37700,41483,42662,44221,44345,43457,48968,52602,54755,57833,57164,,,,,,,,
23019,Maine,Penobscot County,76246,85285,87684,92379,97104,108198,126346,125393,137015,146601,144919,153923,151929,12620,,,"Bangor, ME",Metropolitan Statistical Area,,,Central
23021,Maine,Piscataquis County,16949,19887,20554,18231,18467,18617,17379,16285,17634,18653,17235,17535,16937,,,,,,,,
23023,Maine,Sagadahoc County,20330,18574,23021,16927,19123,20911,22793,23452,28795,33535,35214,35293,35120,38860,,438,"Portland-South Portland, ME",Metropolitan Statistical Area,,"Portland-Lewiston-South Portland, ME",Outlying
23025,Maine,Somerset County,33849,36301,37171,39111,38245,39785,39749,40597,45028,49767,50888,52228,50729,,,,,,,,
23027,Maine,Waldo County,24185,23383,21328,20286,21159,21687,22632,23328,28414,33018,36280,38786,39120,,,,,,,,
23029,Maine,Washington County,45232,42905,41709,37826,37767,35187,32908,29859,34963,35308,33941,32856,31776,,,,,,,,
23031,Maine,York County,64885,68526,70696,72934,82550,93541,99402,111576,139666,164587,186742,197131,201223,38860,,438,"Portland-South Portland, ME",Metropolitan Statistical Area,,"Portland-Lewiston-South Portland, ME",Central
24001,Maryland,Allegany County,53694,62411,69938,79098,86973,89556,84169,84044,80548,74946,74930,75087,72462,19060,,,"Cumberland, MD-WV",Metropolitan Statistical Area,,,Central
24003,Maryland,Anne Arundel County,39620,39553,43408,55167,68375,117392,206634,297539,370775,427239,489656,537656,563027,12580,,548,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Central
24005,Maryland,Baltimore County,90755,122349,74817,124565,155825,270273,492428,621077,655615,692134,754292,805029,827533,12580,,548,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Central
24009,Maryland,Calvert County,10223,10325,9744,9528,10484,12100,15826,20682,34638,51372,74563,88737,90477,47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Outlying
24011,Maryland,Caroline County,16248,19216,18652,17387,17549,18234,19462,19781,23143,27035,29772,33066,32595,,,,,,,,
24013,Maryland,Carroll County,33860,33934,34245,35978,39054,44907,52785,69006,96356,123372,150897,167134,167132,12580,,548,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Outlying
24015,Maryland,Cecil County,24662,23759,23612,25827,26407,33356,48408,53291,60430,71347,85951,101108,102382,37980,48864,428,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,"Wilmington, DE-MD-NJ","Philadelphia-Reading-Camden, PA-NJ-DE-MD",Central
24017,Maryland,Charles County,17662,16386,17705,16166,17612,23415,32572,47678,72751,101154,120546,146551,155665,47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Outlying
24019,Maryland,Dorchester County,27962,28669,27895,26813,28006,27815,29666,29405,30623,30236,30674,32618,32419,15700,,480,"Cambridge, MD",Micropolitan Statistical Area,,"Salisbury-Cambridge, MD-DE",Central
24021,Maryland,Frederick County,51920,52673,52541,54440,57312,62287,71930,84927,114792,150208,195277,233385,245001,47900,23224,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Frederick-Gaithersburg-Rockville, MD","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Outlying
24023,Maryland,Garrett County,17701,20105,19678,19908,21981,21259,20420,21476,26498,28138,29846,30097,29426,,,,,,,,
24025,Maryland,Harford County,28269,27965,29291,31603,35060,51782,76722,115378,145930,182132,218590,244826,249558,12580,,548,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Outlying
24027,Maryland,Howard County,16715,16106,15826,16169,17175,23119,36152,61911,118572,187328,247842,287085,311297,12580,,548,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Central
24029,Maryland,Kent County,18786,16957,15026,14242,13465,13677,15481,16146,16695,17842,19197,20197,19715,,,,,,,,
24031,Maryland,Montgomery County,30451,32089,34921,49206,83912,164401,340928,522809,579053,757027,873341,971777,1032814,47900,23224,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Frederick-Gaithersburg-Rockville, MD","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Central
24033,Maryland,Prince George's County,29898,36147,43347,60095,89490,194182,357395,660567,665071,729268,801515,863420,906197,47900,47894,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Central
24035,Maryland,Queen Anne's County,18364,16839,16001,14571,14476,14579,16569,18422,25508,33953,40563,47798,48984,12580,,548,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Central
